Gene_Name,Bnb,Product,ECKnb,Names,Object_ID,Directly_Activates_IDs,Directly_Inhibites_IDs
G6795,b1505,G6795-MONOMER,ECK1498,ydeT@fmlC@b1505@ECK1498,G6795,,
EG12082,b2288,NUOA-MONOMER,ECK2282,nuoA@b2288@ECK2282,EG12082,,
G7113,b2074,MDTA,ECK2070,mdtA@yegM@b2074@ECK2070,G7113,,
G6663,b1327,G6663-MONOMER,ECK1324,ycjY@b1327@ECK1324,G6663,,
EG11919,b4020,EG11919-MONOMER,ECK4012,yjbB@b4020@ECK4012,EG11919,,
EG10959,b2938,ARGDECARBOXBIO-MONOMER,ECK2933,speA@b2938@ECK2933,EG10959,,
EG10178,b0432,CYOA-MONOMER,ECK0426,cyoA@b0432@ECK0426,EG10178,,
EG30033,b3757,gltU-tRNA,ECK3751,gltU@tgtC@b3757@ECK3751,EG30033,,
G0-8875,b4459,SRAL-RNA,ECK4056,ryjA@psrA24@sraL@b4459@ECK4056,G0-8875,,
G6549,b1044,G6549-MONOMER,ECK1030,ymdA@b1044@ECK1030,G6549,,
EG11963,b3605,L-LACTDEHYDROGFMN-MONOMER,ECK3595,lldD@lct@lctD@b3605@ECK3595,EG11963,,
G6916,b1690,B1690-MONOMER,ECK1688,ydiM@b1690@ECK1688,G6916,,
G6374,b0689,G6374-MONOMER,ECK0677,ybfP@b0689@ECK0677,G6374,,
EG11159,b2923,YGGA-MONOMER,ECK2919,argO@yggA@b2923@ECK2919,EG11159,,
G7259,b2418,PDXK-MONOMER,ECK2413,pdxK@yfeI@pdxL@b2418@ECK2413,G7259,,
EG10473,b0977,EG10473-MONOMER,ECK0968,hyaF@b0977@ECK0968,EG10473,,
EG30015,b2694,argV-tRNA,ECK2689,argV@argValpha@b2694@ECK2689,EG30015,,
G0-8870,b4449,SRAG-RNA,ECK3153,sraG@psrA15@p3@psrO@b4449@ECK3153,G0-8870,,
G7898,b4575,G7898-MONOMER,ECK4266,yjgX@yjgY@b4276@b4275@b4560@b4575@ECK4266,G7898,,
G6100,b0213,G6100-MONOMER,ECK0213,yafS@b0213@ECK0213,G6100,,
EG12093,b2276,NUON-MONOMER,ECK2270,nuoN@b2276@ECK2270,EG12093,,
G6802,b1515,YDEZ-MONOMER,ECK1508,lsrD@ydeZ@b1515@ECK1508,G6802,,
G0-10512,b4522,MONOMER0-2885,ECK4433,ymiA@yciX_1@b4522@ECK4433,G0-10512,,
EG12283,b3579,EG12283-MONOMER,ECK3568,yiaO@b3579@ECK3568,EG12283,,
G6879,b1636,PDXY-MONOMER,ECK1632,pdxY@ydgS@b1636@ECK1632,G6879,,
EG11773,b2277,NUOM-MONOMER,ECK2271,nuoM@nuoA@b2277@ECK2271,EG11773,,
EG30105,b3761,trpT-tRNA,ECK3755,trpT@su7@su8@su9@supU@supV@b3761@ECK3755,EG30105,,
G0-9385,b4761,RNA0-126,ECK4618,sroE@k20@b4761@ECK4618,G0-9385,,
G6722,b4492,G6722-MONOMER,ECK1398,ydbA@b1401@b1405@b4492@ECK1398,G6722,,
G0-17041,b4795,MONOMER0-4509 // MONOMER0-4508,ECK4652,yibX@b4795@ECK4652,G0-17041,,
EG10470,b0974,HYAC-MONOMER,ECK0965,hyaC@cybH@b0974@ECK0965,EG10470,,
EG10629,b0543,EMRE-MONOMER,ECK0534,emrE@eb@mvrC@b0543@ECK0534,EG10629,,
EG12689,b1050,EG12689-MONOMER,ECK1036,yceK@b1050@ECK1036,EG12689,,
EG11639,b1533,EG11639-MONOMER,ECK1526,eamA@ydeD@b1533@ECK1526,EG11639,,
EG11789,b2051,GDPMANMANHYDRO-MONOMER,ECK2045,gmm@nudD@wcaH@yefC@b2051@ECK2045,EG11789,,
EG12090,b2280,NUOJ-MONOMER,ECK2274,nuoJ@b2280@ECK2274,EG12090,,
EG30062,b2814,metZ-tRNA,ECK2810,metZ@metZalpha@b2814@ECK2810,EG30062,,
G0-8861,,SRAA-RNA,,sraA@psrA3@t15,G0-8861,,
EG12261,b3534,EG12261-MONOMER,ECK3519,bcsQ@yhjQ@b3534@ECK3519,EG12261,,
G0-17023,b4777,MONOMER0-4489,ECK4634,mdtU@ydgV@b4777@ECK4634,G0-17023,,
EG11370,b4040,4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER,ECK4032,ubiA@cyr@b4040@ECK4032,EG11370,,
G6575,b1118,YCFW-MONOMER,ECK1104,lolE@ycfW@b1118@ECK1104,G6575,,
G0-10469,b4555,MONOMER0-2691,ECK3652,yicS@b4555@ECK3652,G0-10469,,
EG12271,b3552,EG12271-MONOMER,ECK3539,yiaD@b3552@ECK3539,EG12271,,
EG11060,b0480,USHA-MONOMER,ECK0474,ushA@b0480@ECK0474,EG11060,,
EG10401,b2240,GLPT-MONOMER,ECK2232,glpT@b2240@ECK2232,EG10401,,
EG30046,b3069,ileX-tRNA,ECK3059,ileX@b3069@ECK3059,EG30046,,
G0-9381,b4762,RNA0-404,ECK4619,sroA@tpe79@b4762@ECK4619,G0-9381,,
G7557,b4658,G7557-MONOMER,ECK2993,yghX@b2999@yghY@b3000@ECK2994@orf_f136@b4658@ECK2993,G7557,,
G0-16747,b4753,MONOMER0-4431,ECK4610,yqfH@b4753@ECK4610,G0-16747,,
EG12087,b2283,NUOG-MONOMER,ECK2277,nuoG@b2283@ECK2277,EG12087,,
G6462,b0879,MACB,ECK0870,macB@ybjZ@b0879@ECK0870,G6462,,
G0-10462,b4546,MONOMER0-2684,ECK2405,ypeB@b4546@ECK2405,G0-10462,,
EG12027,b2158,EG12027-MONOMER,ECK2151,yeiH@b2158@ECK2151,EG12027,,
EG12411,b2040,DTDPDEHYRHAMREDUCT-MONOMER,ECK2034,rfbD@rmlD@b2040@ECK2034,EG12411,,
EG10182,b0428,HEMEOSYN-MONOMER,ECK0422,cyoE@b0428@ECK0422,EG10182,,
EG30030,b0668,glnW-tRNA,ECK0658,glnW@glnU-beta@glnUbeta@b0668@ECK0658,EG30030,,
G0-10609,b4624,RNA0-333,ECK4431,ryjB@b4624@ECK4431,G0-10609,,
G6525,b4490,MONOMER0-4386,ECK1007,efeU@ycdN@b1016@b1017@b4490@ECK1007,G6525,,
G0-16730,b4735,MONOMER0-4412,ECK4592,ybgU@b4735@ECK4592,G0-16730,,
EG12083,b2287,NUOB-MONOMER,ECK2281,nuoB@b2287@ECK2281,EG12083,,
G6345,b0619,PHOSPHO-DPIB // G6345-MONOMER,ECK0612,dpiB@ybeP@mpdB@citA@b0619@ECK0612,G6345,,
G0-10454,b4536,MONOMER0-2676,ECK1825,yobH@b4536@ECK1825,G0-10454,,
EG11759,b1271,EG11759-MONOMER,ECK1265,yciK@b1271@ECK1265,EG11759,,
EG11978,b2039,DTDPGLUCOSEPP-MONOMER,ECK2033,rfbA@rmlA@som@b2039@ECK2033,EG11978,,
EG10179,b0431,CYOB-MONOMER,ECK0425,cyoB@b0431@ECK0425,EG10179,,
EG30012,b2396,alaX-tRNA,ECK2390,alaX@alaWbeta@b2396@ECK2390,EG30012,,
G0-8881,b4416,RYBA-RNA,ECK0806,rybA@b4416@ECK0806,G0-8881,,
EG12162,b4498,PD00338,ECK2083,gatR@b2090@b2087@b4498@ECK2083,EG12162,,
G0-10650,b4683,MONOMER0-2877,ECK4498,yqeL@b4683@ECK4498,G0-10650,,
EG12078,b3479,NIKD-MONOMER,ECK3463,nikD@hydD@hydC@b3479@ECK3463,EG12078,,
G6093,b0177,G6093-MONOMER,ECK0176,bamA@yzzY@yzzN@ecfK@yaeT@b0177@ECK0176,G6093,,
G0-10475,b4568,MONOMER0-2697,ECK4368,ytjA@b4568@ECK4368,G0-10475,,
EG11429,b3989,EG11429-MONOMER,ECK3980,yjaZ@htrC@b3989@ECK3980,EG11429,,
EG11198,b3730,NAG1P-URIDYLTRANS-MONOMER,ECK3723,glmU@yieA@b3730@ECK3723,EG11198,,
EG10649,b1109,NADH-DHII-MONOMER,ECK1095,ndh@b1109@ECK1095,EG10649,,
G6391,b0748,RNA0-302,ECK0737,lysZ@b0748@ECK0737,G6391,,
EG12330,b0147,EG12330-MONOMER,ECK0146,thpR@yadP@ligT@b0147@ECK0146,EG12330,,
G7470,b2850,G7470-MONOMER,ECK2848,ygeF@b2850@ECK2848,G7470,,
G0-10588,b4592,MONOMER0-2817,ECK4402,appX@yccB@cbdX@b4592@ECK4402,G0-10588,,
EG12332,b0156,EG12332-MONOMER,ECK0155,erpA@yadR@b0156@ECK0155,EG12332,,
EG10269,b3404,ENVZ-MONOMER,ECK3391,envZ@tpo@perA@ompB@b3404@ECK3391,EG10269,,
G0-10466,b4551,MONOMER0-2688,ECK3337,yheV@b4551@ECK3337,G0-10466,,
EG10848,b0700,EG10848-MONOMER,ECK0689,rhsC@b0700@ECK0689,EG10848,,
EG10162,b2048,PHOSMANMUT-MONOMER,ECK2042,cpsG@rfbK@manB@b2048@ECK2042,EG10162,,
EG11774,b2284,NUOF-MONOMER,ECK2278,nuoF@b2284@ECK2278,EG11774,,
EG30102,b3976,thrU-tRNA,ECK3967,thrU@b3976@ECK3967,EG30102,,
G6222,b4580,G6222-MONOMER,ECK0368,yaiT@yaiU@b0371@b0374@ECK0369@b4580@ECK0368,G6222,,
G7890,b4263,G7890-MONOMER,ECK4256,yjgR@b4263@ECK4256,G7890,,
EG10471,b0975,EG10471-MONOMER,ECK0966,hyaD@b0975@ECK0966,EG10471,,
EG12475,b4156,YJEM-MONOMER,ECK4152,yjeM@b4156@ECK4152,EG12475,,
G0-10458,b4541,MONOMER0-2680,ECK2110,yehK@b4541@ECK2110,G0-10458,,
G7718,b3353,G7718-MONOMER,ECK3341,yheT@b3353@ECK3341,G7718,,
EG11979,b2038,DTDPDEHYDRHAMEPIM-MONOMER,ECK2032,rfbC@rfbD@rmlC@b2038@ECK2032,EG11979,,
EG12091,b2279,NUOK-MONOMER,ECK2273,nuoK@b2279@ECK2273,EG12091,,
EG30059,b0666,metU-tRNA,ECK0657,metU@metT-beta@metTbeta@b0666@ECK0657,EG30059,,
EG11927,b4038,EG11927-MONOMER,ECK4030,yjbI@b4038@ECK4030,EG11927,,
G7566,b3013,G7566-MONOMER,ECK3005,yqhG@yqhF@b3013@ECK3005,G7566,,
EG11473,b3833,2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER,ECK3827,ubiE@yigO@b3833@ECK3827,EG11473,,
EG12282,b3578,EG12282-MONOMER,ECK3567,yiaN@b3578@ECK3567,EG12282,,
G0-10450,b4529,MONOMER0-2672,ECK1375,ydbJ@b4529@ECK1375,G0-10450,,
G7483,b2863,G7483-MONOMER,ECK2859,ygeQ@b2863@ECK2859,G7483,,
EG11428,b3962,UDHA-MONOMER,ECK3954,sthA@sth@udhA@b3962@ECK3954,EG11428,,
EG10468,b0972,HYAA-MONOMER,ECK0963,hyaA@b0972@ECK0963,EG10468,,
EG30043,b3852,ileT-tRNA,ECK3844,ileT@tilA@b3852@ECK3844,EG30043,,
G7209,b4661,G7209-MONOMER,ECK2332,yfcU@ECK2331@yfcT@b2338@b2337@b4661@ECK2332,G7209,,
G7355,b2611,G7355-MONOMER,ECK2608,ypjD@b2611@ECK2608,G7355,,
EG12088,b2282,NUOH-MONOMER,ECK2276,nuoH@b2282@ECK2276,EG12088,,
EG12095,b3175,SECG,ECK3164,secG@prlH@b3175@ECK3164,EG12095,,
G0-10606,b4620,MONOMER0-2828,ECK4428,yjbT@b4620@ECK4428,G0-10606,,
G7191,b2299,G7191-MONOMER,ECK2293,yfcD@b2299@ECK2293,G7191,,
G7093,b2042,G7093-MONOMER,ECK2036,galF@wcaN@yefG@b2042@ECK2036,G7093,,
EG11143,b2232,DHHB-METHYLTRANSFER-MONOMER,ECK2224,ubiG@pufX@yfaB@b2232@ECK2224,EG11143,,
EG30025,b0216,aspV-tRNA,ECK0216,aspV@b0216@ECK0216,EG30025,,
G0-10697,,,,,G0-10697,,
G7045,b1952,G7045-MONOMER,ECK1950,dsrB@b1952@ECK1950,G7045,,
EG10231,b2133,DLACTDEHYDROGFAD-MONOMER,ECK2126,dld@ldh@b2133@ECK2126,EG10231,,
EG12029,b2161,YEIJ-MONOMER,ECK2154,nupX@yeiJ@b2161@ECK2154,EG12029,,
G0-10467,b4553,MONOMER0-2689,ECK3549,ysaB@b4553@ECK3549,G0-10467,,
G6930,b1725,G6930-MONOMER,ECK1723,yniA@b1725@ECK1723,G6930,,
EG12373,b2795,EG12373-MONOMER,ECK2790,ppnN@ygdH@b2795@ECK2790,EG12373,,
EG12084,b2286,NUOC-MONOMER,ECK2280,nuoC@nuoD@b2286@ECK2280,EG12084,,
EG30009,b3276,alaU-tRNA,ECK3263,alaU@talD@b3276@ECK3263,EG30009,,
G8205,b4493,G8205-MONOMER,ECK1409,gapC@b1416@b1417@b4493@ECK1409,G8205,,
G6772,b1471,G6772-MONOMER,ECK1465,yddK@b1471@ECK1465,G6772,,
EG10180,b0430,CYOC-MONOMER,ECK0424,cyoC@b0430@ECK0424,EG10180,,
EG11896,b2014,YEEF-MONOMER,ECK2008,plaP@yeeF@b2014@ECK2008,EG11896,,
G0-10459,b4542,MONOMER0-2681,ECK2120,yohO@b4542@ECK2120,G0-10459,,
G6640,b1287,G6640-MONOMER,ECK1282,yciW@b1287@ECK1282,G6640,,
EG10175,b0340,CYANLY-MONOMER,ECK0337,cynS@cnt@cyaN@b0340@ECK0337,EG10175,,
EG12079,b3480,NIKE-MONOMER,ECK3464,nikE@hydD@hydC@b3480@ECK3464,EG12079,,
EG31117,b2815,metW-tRNA,ECK2811,metW@b2815@ECK2811,EG31117,,
G7066,b4497,G7066-MONOMER,ECK1975,yeeL@yeeK@b1980@b1979@b4497@ECK1975,G7066,,
G6512,b0991,G6512-MONOMER,ECK0981,ymcE@b0991@ECK0981,G6512,,
EG11962,b3604,EG11962-MONOMER,ECK3594,lldR@lct@lctR@b3604@ECK3594,EG11962,EG11963@EG11962@EG11961,EG11963@EG11962@EG11961
EG11693,b3673,EMRD-MONOMER,ECK3664,emrD@yicQ@b3673@ECK3664,EG11693,,
G0-10453,b4535,MONOMER0-2675,ECK1719,yniD@b4535@ECK1719,G0-10453,,
G6253,b0458,G6253-MONOMER,ECK0452,ylaC@b0458@ECK0452,G6253,,
EG10176,b0339,CARBODEHYDRAT-MONOMER,ECK0336,cynT@b0339@ECK0336,EG10176,,
EG10472,b0976,EG10472-MONOMER,ECK0967,hyaE@b0976@ECK0967,EG10472,,
EG30096,b0883,serW-tRNA,ECK0874,serW@b0883@ECK0874,EG30096,,
G7087,b2007,G7087-MONOMER,ECK2001,tmaR@yeeX@b2007@ECK2001,G7087,,
G0-10444,b4521,MONOMER0-2666,ECK1161,ycgI@ymgH@b1173@ECK1160@b4521@ECK1161,G0-10444,,
G372,b4406,MONOMER0-741,ECK0189,yaeP@b4406@ECK0189,G372,,
EG12092,b2278,NUOL-MONOMER,ECK2272,nuoL@b2278@ECK2272,EG12092,,
G7946,b4364,G7946-MONOMER,ECK4354,yjjP@b4364@ECK4354,G7946,,
G7555,b2998,G7555-MONOMER,ECK2992,yghW@b2998@ECK2992,G7555,,
G0-10464,b4548,MONOMER0-2686,ECK2641,ypjJ@b4548@ECK2641,G0-10464,,
EG10177,b0341,CYNX-MONOMER,ECK0338,cynX@b0341@ECK0338,EG10177,,
EG11476,b3835,2-OCTAPRENYLPHENOL-HYDROX-MONOMER,ECK3829,ubiB@yigS@yigQ@yigR@aarF@b3835@ECK3829,EG11476,,
EG30056,b2404,lysV-tRNA,ECK2398,lysV@supN@b2404@ECK2398,EG30056,,
G6790,b1500,MONOMER0-2841,ECK4475,safA@yneN@b1500@ECK4475,G6790,,
G7904,b4623,G7904-MONOMER,ECK4476,insO@yi91@yi91b@b4283@ECK0257@insN2@insO2@b4285@ECK4274@b4562@ECK4275@yjhW@b4623@ECK4476,G7904,,
G0-17037,b4791,MONOMER0-4503,ECK4648,yriA@b4791@ECK4648,G0-17037,,
EG10469,b0973,HYAB-MONOMER,ECK0964,hyaB@b0973@ECK0964,EG10469,,
EG11186,b3562,EG11186-MONOMER,ECK3551,yiaA@b3562@ECK3551,EG11186,,
G7001,b1825,G7001-MONOMER,ECK1823,yebO@b1825@ECK1823,G7001,,
EG12557,b4305,SGCB-MONOMER,ECK4295,sgcX@yjhO@b4305@ECK4295,EG12557,,
EG11701,b2066,UDK-MONOMER,ECK2060,udk@b2066@ECK2060,EG11701,,
EG12089,b2281,NUOI-MONOMER,ECK2275,nuoI@b2281@ECK2275,EG12089,,
EG30040,b4164,glyX-tRNA,ECK4160,glyX@glyVbeta@b4164@ECK4160,EG30040,,
G7511,b2898,G7511-MONOMER,ECK2893,ygfZ@yzzW@b2898@ECK2893,G7511,,
G6926,b4494,G6926-MONOMER,ECK1718,arpB@ydiW@ydiX@b1721@b1720@b4494@ECK1718,G6926,,
G0-17020,b4774,MONOMER0-4486,ECK4631,yncP@b4774@ECK4631,G0-17020,,
EG11324,b2907,OCTAPRENYL-METHOXYPHENOL-OH-MONOMER,ECK2902,ubiH@acd@visB@b2907@ECK2902,EG11324,,
G6877,b1634,B1634-MONOMER,ECK1630,dtpA@ydgR@tppB@b1634@ECK1630,G6877,,
G6668,b1332,G6668-MONOMER,ECK1328,ynaJ@b1332@ECK1328,G6668,,
EG12254,b3527,EG12254-MONOMER,ECK3512,yhjJ@b3527@ECK3512,EG12254,,
EG10225,b0160,DGTPTRIPHYDRO-MONOMER,ECK0159,dgt@optA@b0160@ECK0159,EG10225,,
EG10394,b3426,AERGLYC3PDEHYDROG-MONOMER,ECK3412,glpD@glyD@b3426@ECK3412,EG10394,,
EG30022,b1989,asnV-tRNA,ECK1984,asnV@b1989@ECK1984,EG30022,,
G6973,b1787,G6973-MONOMER,ECK1785,yeaK@b1787@ECK1785,G6973,,
G7585,b3046,G7585-MONOMER,ECK3035,yqiG@b3046@ECK3035,G7585,,
G0-16743,b4749,MONOMER0-4426,ECK4606,ynfR@b4749@ECK4606,G0-16743,,
EG10480,b2719,HYCG-MONOMER,ECK2714,hycG@hevG@b2719@ECK2714,EG10480,,
G6786,b1492,XASA-MONOMER,ECK1486,gadC@acsA@xasA@b1492@ECK1486,G6786,,
G6325,b0580,G6325-MONOMER,ECK0572,ybdJ@b0580@ECK0572,G6325,,
EG12003,b2122,EG12003-MONOMER,ECK2114,yehQ@b2122@ECK2114,EG12003,,
EG11418,b2065,DCTP-DEAM-MONOMER,ECK2059,dcd@dus@paxA@b2065@ECK2059,EG11418,,
EG10008,b4003,PHOSPHO-HYDH // HYDH-MONOMER,ECK3995,zraS@hydH@b4003@ECK3995,EG10008,,
EG30008,b3853,charged-alaT-tRNA // alaT-tRNA,ECK3845,alaT@talA@b3853@ECK3845,EG30008,,
G6609,b4491,G6609-MONOMER,ECK1157,ycgH@b1169@b1170@b4491@ECK1157,G6609,,
G0-16727,b4732,MONOMER0-4409,ECK4589,ykiD@b4732@ECK4589,G0-16727,,
G592,b1380,DLACTDEHYDROGNAD-MONOMER,ECK1377,ldhA@htpH@hslF@hslI@b1380@ECK1377,G592,,
G6561,b1069,G6561-MONOMER,ECK1054,murJ@mviN@yceN@b1069@ECK1054,G6561,,
EG12201,b2671,EG12201-MONOMER,ECK2665,ygaC@b2671@ECK2665,EG12201,,
EG11694,b3674,EG11694-MONOMER,ECK3665,yidF@b3674@ECK3665,EG11694,,
EG10221,b4381,DEOXYRIBOSE-P-ALD-MONOMER,ECK4373,deoC@tlr@dra@thyR@b4381@ECK4373,EG10221,,
EG10477,b2722,HYCD-MONOMER,ECK2717,hycD@hevD@b2722@ECK2717,EG10477,,
EG30112,b1666,valW-tRNA,ECK1662,valW@b1666@ECK1662,EG30112,,
EG12227,b4660,EG12227-MONOMER,ECK3475,yhiL@b3490@b3489@ECK3474@yhiK@b4660@ECK3475,EG12227,,
G0-10642,b4670,MONOMER0-2869,ECK4485,yjeV@b4670@ECK4485,G0-10642,,
EG11168,b3061,TTDA-MONOMER,ECK3051,ttdA@ygjA@b3061@ECK3051,EG11168,,
G6440,b0842,CMR-MONOMER,ECK0832,mdfA@cmlA@cmr@b0842@ECK0832,G6440,,
EG11695,b3675,EG11695-MONOMER,ECK3666,yidG@b3675@ECK3666,EG11695,,
EG11312,b3638,EG11312-MONOMER,ECK3628,yicR@radC@b3638@ECK3628,EG11312,,
EG11326,b0337,CYTDEAM-MONOMER,ECK0334,codA@b0337@ECK0334,EG11326,,
EG10474,b2725,EG10474-MONOMER,ECK2720,hycA@hevA@b2725@ECK2720,EG10474,,
EG30093,b0971,serT-tRNA,ECK0962,serT@divE@b0971@ECK0962,EG30093,,
G7476,b2856,G7476-MONOMER,ECK2854,ygeL@b2856@ECK2854,G7476,,
EG10216,b2317,EG10216-MONOMER,ECK2311,dedA@b2317@ECK2311,EG10216,,
EG10333,b4151,FUM-MEMB2,ECK4147,frdD@b4151@ECK4147,EG10333,,
G6320,b0572,G6320-MONOMER,ECK0564,cusC@ibeB@ylcB@b0572@ECK0564,G6320,,
G7357,b2618,G7357-MONOMER,ECK2614,yfjF@ratB@b2618@ECK2614,G7357,,
G7880,b4249,G7880-MONOMER,ECK4243,bdcA@yjgI@b4249@ECK4243,G7880,,
EG10200,b3934,PD04028,ECK3926,cytR@b3934@ECK3926,EG10200,,G6542@EG10221@EG10219@EG10220@EG10222@EG11035@EG10757@EG10664@EG10897@EG11971@EG10137@EG11045@EG10200
EG10330,b4154,FUM-FLAVO,ECK4150,frdA@b4154@ECK4150,EG10330,,
EG30053,b4270,leuX-tRNA,ECK4263,leuX@Su-6@supP@b4270@ECK4263,EG30053,,
G6298,b0542,G6298-MONOMER,ECK0533,renD@ybcE@b0542@ECK0533,G6298,,
G7687,b3242,G7687-MONOMER,ECK3231,aaeX@yhcR@b3242@ECK3231,G7687,,
EG10481,b2718,EG10481-MONOMER,ECK2713,hycH@hevH@b2718@ECK2713,EG10481,,
EG12853,b1336,ABGT-MONOMER,ECK1332,abgT@ydaH@b1336@ECK1332,EG12853,,
G6978,b1792,G6978-MONOMER,ECK1790,yeaO@b1792@ECK1790,G6978,,
G7541,b4466,G7541-MONOMER,ECK2968,yghJ@b2974@b2973@sslE@b4466@ECK2968,G7541,,
EG20257,b2675,NRDE-MONOMER,ECK2669,nrdE@b2675@ECK2669,EG20257,,
EG10031,b1241,ADHE-MONOMER,ECK1235,adhE@adhC@ana@b1241@ECK1235,EG10031,,
EG30037,b2864,glyU-tRNA,ECK2860,glyU@supT@suA36@sufD@sumA@sumB@b2864@ECK2860,EG30037,,
EG11986,b4571,EG11986-MONOMER,ECK2025,wbbL@yefJ@b2031@b4540@b4571@ECK2025,EG11986,,
G7464,b2844,G7464-MONOMER,ECK2842,yqeF@b2844@ECK2842,G7464,,
EG10478,b2721,HYCELARGE-MONOMER,ECK2716,hycE@hevE@b2721@ECK2716,EG10478,,
EG12626,b3542,DPPC-MONOMER,ECK3529,dppC@b3542@ECK3529,EG12626,,
G6624,b1195,G6624-MONOMER,ECK1183,ymgE@tag@b1195@ECK1183,G6624,,
G7329,b2535,G7329-MONOMER,ECK2532,csiE@csi-16@b2535@ECK2532,G7329,,
EG11090,b0159,EG11090-MONOMER,ECK0158,mtn@pfs@yadA@mtnN@b0159@ECK0158,EG11090,,
EG11169,b3062,TTDB-MONOMER,ECK3052,ttdB@ygjB@b3062@ECK3052,EG11169,,
EG30019,b2692,argZ-tRNA,ECK2687,argZ@argVgamma@b2692@ECK2687,EG30019,,
G7389,b4462,G7389-MONOMER,ECK2649,ygaQ@G7393@yqaD@G7392@G7391@ygaR@b2656@b2655@yqaC@b2654@b2657@b2658@b4462@ECK2649,G7389,,
G7179,b2272,G7179-MONOMER,ECK2266,yfbM@b2272@ECK2266,G7179,,
EG10475,b2724,HYCBSMALL-MONOMER,ECK2719,hycB@hevB@b2724@ECK2719,EG10475,,
EG12442,b4461,G7356-MONOMER,ECK2609,yfjD@b2612@ypjE@b2613@b4461@ECK2609,EG12442,,
G6191,b0326,G6191-MONOMER,ECK0324,yahL@b0326@ECK0324,G6191,,
G7019,b1869,G7019-MONOMER,ECK1870,yecN@b1869@ECK1870,G7019,,
EG10051,b0469,ADENPRIBOSYLTRAN-MONOMER,ECK0463,apt@b0469@ECK0463,EG10051,,
EG10701,b0903,PYRUVFORMLY-MONOMER,ECK0894,pflB@pfl@b0903@ECK0894,EG10701,,
EG11116,b1055,EG11116-MONOMER,ECK1040,trhO@yceA@b1055@ECK1040,EG11116,,
G6130,b4587,G6130-MONOMER,ECK0257,insN@yi91a@b0255@b0257@b4587@ECK0257,G6130,,
G6902,b1674,G6902-MONOMER,ECK1670,ydhY@b1674@ECK1670,G6902,,
EG10331,b4153,FUM-FE-S,ECK4149,frdB@b4153@ECK4149,EG10331,,
EG10012,b0886,CYDC-MONOMER,ECK0877,cydC@mdrA@mdrH@surB@ycaB@b0886@ECK0877,EG10012,,
EG12025,b2144,EG12025-MONOMER,ECK2137,sanA@sfiXSt@yeiF@b2144@ECK2137,EG12025,,
G6757,b1446,G6757-MONOMER,ECK1440,ydcY@b1446@ECK1440,G6757,,
EG12302,b1098,DTMPKI-MONOMER,ECK1084,tmk@ycfG@b1098@ECK1084,EG12302,,
EG10482,b4004,PHOSPHO-HYDG // HYDG-MONOMER,ECK3996,zraR@hydG@b4004@ECK3996,EG10482,EG11006@EG11005@EG10743@EG11720@EG12834@EG12242@EG10977@G7758@EG10838@EG11151@EG30100@EG10897@EG10386@EG10383@EG11355@EG12739@G7816@EG10266@G7699@G7954@EG12203@EG10482@EG10008@EG11918,
G7387,b2652,RNA0-305,ECK2648,ileY@b2652@ECK2648,G7387,,
EG11092,b0240,EG11092-MONOMER,ECK0241,crl@b0240@ECK0241,EG11092,,
G6625,b1196,G6625-MONOMER,ECK1184,ycgY@b1196@ECK1184,G6625,,
EG10285,b4079,FORMATEDEHYDROGH-MONOMER,ECK4072,fdhF@chlF@b4079@ECK4072,EG10285,,
EG12268,b3547,YHJX-MONOMER,ECK3534,yhjX@b3547@ECK3534,EG12268,,
EG11659,b1928,EG11659-MONOMER,ECK1927,yedD@b1928@ECK1927,EG11659,,
G6495,b0960,G6495-MONOMER,ECK0951,yccS@b0960@ECK0951,G6495,,
EG11035,b0411,EG11035-MONOMER,ECK0405,tsx@T6rec@nupA@b0411@ECK0405,EG11035,,
EG10479,b2720,HYCF-MONOMER,ECK2715,hycF@hevF@b2720@ECK2715,EG10479,,
EG30109,b0744,valT-tRNA,ECK0733,valT@valTa@valTalpha@b0744@ECK0733,EG30109,,
G8208,b4499,,ECK2108,yehH@molR@b2116@yehG@b2117@b4499@ECK2108,G8208,,
G6192,b0327,G6192-MONOMER,ECK0325,yahM@b0327@ECK0325,G6192,,
EG50010,b0356,ADHC-MONOMER,ECK0353,frmA@adhC@b0356@ECK0353,EG50010,,
EG12009,b2128,YEHW-MONOMER,ECK2121,yehW@b2128@ECK2121,EG12009,,
G7870,b4215,G7870-MONOMER,ECK4211,ytfI@b4215@ECK4211,G7870,,
G0-8900,b4743,MONOMER0-4420,ECK4600,ynaL@C0343@b4743@ECK4600,G0-8900,,
EG11934,b4055,APHA-MONOMER,ECK4047,aphA@yjbP@hobH@b4055@ECK4047,EG11934,,
EG10476,b2723,HYCC-MONOMER,ECK2718,hycC@hevC@b2723@ECK2718,EG10476,,
EG30067,b2189,proL-tRNA,ECK2183,proL@proW@b2189@ECK2183,EG30067,,
EG11901,b1347,EG11901-MONOMER,ECK1344,rcbA@ydaC@b1347@ECK1344,EG11901,,
G7075,b4582,G7075-MONOMER,ECK1989,yoeA@yoeE@b1995@b1998@ECK1990@b4582@ECK1989,G7075,,
G0-10456,b4538,MONOMER0-2678,ECK2000,yoeF@b4538@ECK2000,G0-10456,,
